timestamp,round,model_hash,server_state_hash,client_updates_hash,checkpoint_file
1782310850.2333183,1,72a94b469e6e807eaea0cfd6e22200219e38578a531b698ce6b2986e67638e3f,9922588b2e4d1db72cc08fd2778646ac011472b0ecf24aebb1684fcc326bb67a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,checkpoints/model_72a94b469e6e807e.npz
1782310851.0089016,2,72a94b469e6e807eaea0cfd6e22200219e38578a531b698ce6b2986e67638e3f,9922588b2e4d1db72cc08fd2778646ac011472b0ecf24aebb1684fcc326bb67a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,checkpoints/model_72a94b469e6e807e.npz
1782310851.8301895,3,72a94b469e6e807eaea0cfd6e22200219e38578a531b698ce6b2986e67638e3f,9922588b2e4d1db72cc08fd2778646ac011472b0ecf24aebb1684fcc326bb67a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,checkpoints/model_72a94b469e6e807e.npz
1782310852.6372366,4,72a94b469e6e807eaea0cfd6e22200219e38578a531b698ce6b2986e67638e3f,9922588b2e4d1db72cc08fd2778646ac011472b0ecf24aebb1684fcc326bb67a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,checkpoints/model_72a94b469e6e807e.npz
1782310853.452728,5,72a94b469e6e807eaea0cfd6e22200219e38578a531b698ce6b2986e67638e3f,9922588b2e4d1db72cc08fd2778646ac011472b0ecf24aebb1684fcc326bb67a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,checkpoints/model_72a94b469e6e807e.npz
1782310854.3934398,6,72a94b469e6e807eaea0cfd6e22200219e38578a531b698ce6b2986e67638e3f,9922588b2e4d1db72cc08fd2778646ac011472b0ecf24aebb1684fcc326bb67a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,checkpoints/model_72a94b469e6e807e.npz
1782310855.200365,7,72a94b469e6e807eaea0cfd6e22200219e38578a531b698ce6b2986e67638e3f,9922588b2e4d1db72cc08fd2778646ac011472b0ecf24aebb1684fcc326bb67a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,checkpoints/model_72a94b469e6e807e.npz
1782310855.9101272,8,72a94b469e6e807eaea0cfd6e22200219e38578a531b698ce6b2986e67638e3f,9922588b2e4d1db72cc08fd2778646ac011472b0ecf24aebb1684fcc326bb67a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,checkpoints/model_72a94b469e6e807e.npz
1782310856.8011162,9,72a94b469e6e807eaea0cfd6e22200219e38578a531b698ce6b2986e67638e3f,9922588b2e4d1db72cc08fd2778646ac011472b0ecf24aebb1684fcc326bb67a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,checkpoints/model_72a94b469e6e807e.npz
1782310857.597183,10,72a94b469e6e807eaea0cfd6e22200219e38578a531b698ce6b2986e67638e3f,9922588b2e4d1db72cc08fd2778646ac011472b0ecf24aebb1684fcc326bb67a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,checkpoints/model_72a94b469e6e807e.npz
1782310858.3496726,11,72a94b469e6e807eaea0cfd6e22200219e38578a531b698ce6b2986e67638e3f,9922588b2e4d1db72cc08fd2778646ac011472b0ecf24aebb1684fcc326bb67a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,checkpoints/model_72a94b469e6e807e.npz
