timestamp,round,model_hash,server_state_hash,client_updates_hash,checkpoint_file
1782187377.8781173,1,493742687bf667235baea2c6682180ef0cb65fa6f28b06ab0a32881f85fc092d,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,156602483a30035c6223c97ac92ccbae27c9d78c577c3b29bda9d9e3804a079b,checkpoints/model_493742687bf66723.npz
1782187404.92076,2,302a15def8d507c81161d15478040a104af9d156d3d9971746a5e35f031a7d7d,e58340c194a77ca3a832c69926c20f9983cf11d08971f09108faab69b89c60cd,4e4154737032cc3ce4be6c6c53fa8d68d1820af890b0b93512d90278303c4060,checkpoints/model_302a15def8d507c8.npz
1782187433.0354548,3,4d6b4c9fb67ba9d23e9fa1c78523daa4de0db92558f8f5774a55d44ccd423a95,184a661e002f594d9dc3955a74209ba0703e003588efb5aa943bf29e8688be09,246f8ff9037d8fbb8027e5c602acd5c9e8a7b7fbd171aa4e4a23ab5c7c5392d6,checkpoints/model_4d6b4c9fb67ba9d2.npz
1782187460.4741292,4,08cfea464f24061c1c7a27dc40350d91f10e91efea08b537ee3f52f0eb3bb3f5,e58340c194a77ca3a832c69926c20f9983cf11d08971f09108faab69b89c60cd,b554cd5216366ccd6e976efdd848cf8e550d1978b0e0662f89a71f8b80ea4056,checkpoints/model_08cfea464f24061c.npz
1782187490.8832653,5,e5e5f9d041bee89bbb78cbaf228c0b11319c42616f4f72c44c948d2c0033b825,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,63729953cacc493fe1ac56c22baccd2150104b3c8ca91d95dec979fac9dc522e,checkpoints/model_e5e5f9d041bee89b.npz
1782187524.7200756,6,6924cac75cfb7b9162a653dc5fa2a5db1c5ddfa4ffcb28f416df8b99d3847882,d3cb4aa070df8b6ad8db5ddc2405bacd8a445c6217c61a0b737e274835700fea,700f857f7344069fb2730ff114551d9a879a61209070cdfd74c3809a9e4be296,checkpoints/model_6924cac75cfb7b91.npz
1782187555.920095,7,443f512032e52fbb237b87d3ffbb90b9b813f90dca2c10194f089babfaf956ce,13cfcc95df6a71f7895b1fffad42ef00430efe44a307097e800447a03ede62cf,78d94697e54802566cc2c87c6a69b4b80ab67febf66882101f196ab794c905b1,checkpoints/model_443f512032e52fbb.npz
1782187582.1198518,8,bf708e1d2c963b446baa6a94f043531347e680404f1d6925c4a4f718205a795d,e58340c194a77ca3a832c69926c20f9983cf11d08971f09108faab69b89c60cd,1acc916fda84f4faebf0f0fb771d632aea9f3c7c5a678d24f174c3ffbfdf5de2,checkpoints/model_bf708e1d2c963b44.npz
1782187616.5041637,9,c4e79fab25b17fc31ea86fa4747293e783df400b6a128e96f89538c3c04e539c,d3cb4aa070df8b6ad8db5ddc2405bacd8a445c6217c61a0b737e274835700fea,ee99cbb52d1a616bc24724757d612637808e5cd8ba2a24e54b81bd01ebf96aa5,checkpoints/model_c4e79fab25b17fc3.npz
1782187648.8428361,10,d6c7f6d7ce0e9f7508f1a0130ad70f2f060669571c91535491d4c054f39c53a0,13cfcc95df6a71f7895b1fffad42ef00430efe44a307097e800447a03ede62cf,c02cd267cbda379efafaa9f010999fa03aec9e04dce3b3d64fe3ddf65569dd9d,checkpoints/model_d6c7f6d7ce0e9f75.npz
1782187678.0670426,11,2ec467f7299709c9ff478360c2dd54dfbefdae66dadca42fdd0b9fe9d5991375,184a661e002f594d9dc3955a74209ba0703e003588efb5aa943bf29e8688be09,a92defd5f082a2eb38cd600a5ebbb020b17cff4a28db3e1c9bcfed331b8a4cdc,checkpoints/model_2ec467f7299709c9.npz
1782187708.7933254,12,3c55ff13340e0039d9cf49d77b66f3cf121e88247ad49feca9f62af8ad456e93,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,e4ab858e5179116cfcee9459aa500b5ff319ce94fcc09187e67167e9ec762caf,checkpoints/model_3c55ff13340e0039.npz
1782187733.5451727,13,805ba6e4f22ae264efe64d0835933de98fb98a0cfa537b70a9de7fb045d43dad,61c5ce31a9b2fe2df7199bb5f108072e1604586735d4a0564d649249f6df4f70,01635c666e1e24d8aaf69c349b6777b1907da29490e81fac60a6d1c0c12fd811,checkpoints/model_805ba6e4f22ae264.npz
1782187759.2078683,14,f5bc1e249fa45e3e8a778749538d7700cafd2b2dd69283ee68d6ee5f47fd589e,61c5ce31a9b2fe2df7199bb5f108072e1604586735d4a0564d649249f6df4f70,1827a48c641dc87bfd7b6a6fec2d3871116447b197bddc16a1fb62027e097448,checkpoints/model_f5bc1e249fa45e3e.npz
1782187790.1100488,15,5b8a5f768848b268e372b969e996c6957f1d62f90eddddd7e22d02f89d00f14b,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,07e2ea3d8b067e863807d5b26e2764e4fa096348090215335c81260ef2ae2989,checkpoints/model_5b8a5f768848b268.npz
1782187824.0206604,16,6e8577b5284d5b30fbe2188115c9320d6a84b0ce20dbdc45ebe1fda9c401534e,13cfcc95df6a71f7895b1fffad42ef00430efe44a307097e800447a03ede62cf,17f655baedc8e53f9cd7d82e1dae0763f6330629601a148871f8a2accbbc0e46,checkpoints/model_6e8577b5284d5b30.npz
1782187855.454072,17,80b3016847fa89f5f248c54942114130ac8f4a2d2558c8916f310447cb0209be,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,b1acd07a915ccc9b6d4eddff71123d6ecfcfb521cf2d007744c648bd3eaf7e01,checkpoints/model_80b3016847fa89f5.npz
1782187884.0808697,18,26a1881bf6ee3093bef269e9e10f66537ebea23954fa7d052a0ea7fa4d5821b9,e58340c194a77ca3a832c69926c20f9983cf11d08971f09108faab69b89c60cd,898ea799a5dd4e69baef79ba4032f5fbd7fb8077da9a377e7381d4c02e6879d5,checkpoints/model_26a1881bf6ee3093.npz
1782187916.3733964,19,53191a8968f080be04998d89e27c026f71271a7347096d609eee0759ec4edee7,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,085ac29148972f2b531336d7aa6a1bfdd401c8b503c3b0bc7daa1de5a1ae7f9d,checkpoints/model_53191a8968f080be.npz
1782187953.5971212,20,59ee4f5538ccedd8fdf9b1f81558451c3741b6390b35093970dc5d51cdff4c6d,a44b4a719d03f739ea9d2fffe2e7a1bded0f4c96ed864939c59a72f045a6bb58,c7fcbc6d65614b16eb65e4580e45ee19281eb58de3e31f208683d53a8ede4894,checkpoints/model_59ee4f5538ccedd8.npz
1782187983.6130054,21,a809cb795d6a4730a4fb6c02f636b3734d039ffab36d510ed82b125139b56150,184a661e002f594d9dc3955a74209ba0703e003588efb5aa943bf29e8688be09,2582330fad353c93c59eb8905d8205679773d226ef076a370ccb641cecaa55d7,checkpoints/model_a809cb795d6a4730.npz
1782188013.3834894,22,c83070937cae839344571db2d9b4f351fa93af24729a972b63a1194c0cdb5bd9,e58340c194a77ca3a832c69926c20f9983cf11d08971f09108faab69b89c60cd,224e702192b7a9a443a1756899b42ac0c0e8a83735072b8b17d3416a8ba72383,checkpoints/model_c83070937cae8393.npz
1782188044.4483802,23,c50b64bf355304253036055a61ec044c24a5b56c195c9abf5f2b33e04397e7c4,184a661e002f594d9dc3955a74209ba0703e003588efb5aa943bf29e8688be09,687c5cd196f5ddc995651e14c51d95ac975eedd269630992ac1760465f944108,checkpoints/model_c50b64bf35530425.npz
1782188078.798883,24,8ca3a5bd0aaa377c4902777f6453caf251fac678a240ab6f81be266d5c6146d2,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,61e38af8dd0aaca85e50ad0a6043291ffb321ba55739818ff09a47bdc9f3ced9,checkpoints/model_8ca3a5bd0aaa377c.npz
1782188111.2551641,25,09bf6d09fe66b662b4310b919ec11c385d31365aa854890877ef69bb43cfd336,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,326a1ee152aca06457ba0c1ee546ef4f8fba9c56e8cc456f8c1aa19f33dba0bf,checkpoints/model_09bf6d09fe66b662.npz
1782188148.1194344,26,c3a523e6327bb3c60c2cc62b89f1a2ee83607a4362918cd186da10060202357b,d3cb4aa070df8b6ad8db5ddc2405bacd8a445c6217c61a0b737e274835700fea,ed710ac937746b7a071e48b8cef0bc5a43af5988c901bef3acd0e1ba136adf84,checkpoints/model_c3a523e6327bb3c6.npz
1782188179.5599585,27,25d373734855ceae357285a68e5d783d4c586e07dfa05730fbb131e98a40f3d9,184a661e002f594d9dc3955a74209ba0703e003588efb5aa943bf29e8688be09,a491bee2e9288cb1b3ae635bbb9e441875efd12d1f81f67a022d86973857cec4,checkpoints/model_25d373734855ceae.npz
1782188214.4460287,28,6d21155ce7826c1563db4e7eb3bb30d002e993a4ab42e26959aae9848f0e42ba,13cfcc95df6a71f7895b1fffad42ef00430efe44a307097e800447a03ede62cf,e7228921a0cc01179962b9ba8a0777a036f8933d1c0546678a904ac7f4ad6b23,checkpoints/model_6d21155ce7826c15.npz
1782188250.8147254,29,4f3588d8226b4eb19f099f3b20dc899a0c7488b0f1185d19006feb0cdabc1733,13cfcc95df6a71f7895b1fffad42ef00430efe44a307097e800447a03ede62cf,d62e1cdc0507481ddeade39b8402aab075b99fa25d03a5332fb9d57c48e41748,checkpoints/model_4f3588d8226b4eb1.npz
1782188288.083982,30,9855d734e8233e0c94aa6ef640725df7eb523dd11a90c63ccdf813501cc80df6,d3cb4aa070df8b6ad8db5ddc2405bacd8a445c6217c61a0b737e274835700fea,700f857f7344069fb2730ff114551d9a879a61209070cdfd74c3809a9e4be296,checkpoints/model_9855d734e8233e0c.npz
1782188322.2131624,31,c1ec3ca410642404f5c4271ff25a8be3165739815b29721d975bef2143b685bb,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,dd512a22ab6f2262c5bee01a0bf8443e5bb726517a773d4c32e094afe169ddb6,checkpoints/model_c1ec3ca410642404.npz
1782188356.376178,32,f1595ee7033aed235e43d038eca3e5ba6d59e20fb72ecab98d1632a70ac01467,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,eda7dd3ad230e0c6c9b10af90b883f9d08851e1e52df210a62350d86918d4717,checkpoints/model_f1595ee7033aed23.npz
1782188385.8005152,33,2084be2fd31b49d313cfa13a9f048b547d568030da63cdaf6ff4a79577d54060,e58340c194a77ca3a832c69926c20f9983cf11d08971f09108faab69b89c60cd,65dd2224a3dbaf40cc48c7caa8895d8196533cc33ea48b269f4158bc7c2bb96d,checkpoints/model_2084be2fd31b49d3.npz
1782188420.7127082,34,7f7369b5d1e5cf72069ef0418d0398d4721d749a0b6248b9b58d149a6175a364,13cfcc95df6a71f7895b1fffad42ef00430efe44a307097e800447a03ede62cf,90cc2ec92d018b8fbdf3db4f3b27517c0fa991b0faf8cdfee0ca85798c64535f,checkpoints/model_7f7369b5d1e5cf72.npz
1782188455.612382,35,814b6f62ea0bbfb17e443b7bd550432e99c2fcd8868f85d37b23b5e4e82e7c4f,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,2c07be87386bc0484da8169cb7361e6177e01e88e1670a93b74c464bd4326d05,checkpoints/model_814b6f62ea0bbfb1.npz
1782188490.9889617,36,b3f07c2d6d7058b2310efb9bb72e005a681388e22dd8809faec05cd40eca07a9,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,998b3098024669b4dabfade10d9229b04ef43628f32ab08101356211a32bf893,checkpoints/model_b3f07c2d6d7058b2.npz
1782188527.0269535,37,aea5753e7583159516023d11b2303dfdfeb461045fa3af1f8c784039e8bc3757,13cfcc95df6a71f7895b1fffad42ef00430efe44a307097e800447a03ede62cf,d00a75bf6913554e637f99aa60f8e4606f14c67dbd88dc5b8696de4875f3a3a8,checkpoints/model_aea5753e75831595.npz
1782188560.0252683,38,ccc2218513107158488617dab26e5628534cf6eee9808e004957fdef6d9a44a1,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,426e8ab557d523426e60a373e6271a7e008abbc660b36ab82d24cad2f3d0afcc,checkpoints/model_ccc2218513107158.npz
1782188591.7204928,39,98a277fb3e9691746146b87655de4c10b1c1ae743e4b1c6cbe97265cac5e97ef,184a661e002f594d9dc3955a74209ba0703e003588efb5aa943bf29e8688be09,45cc5cf125cdb93589451aca40bf86201188de1bf3a6902068f2a3b69cd9732f,checkpoints/model_98a277fb3e969174.npz
1782188626.6416705,40,186554b3220a0e8d179a32e8d2ddd1c04256c60e61920328b1a985d96658caa7,fd521c77ea989ebd1d5e3fe5181baa3a16960804bc737f6b4fd313e44b2ddd43,40e330454d63c122547691b1eef7bec15225d018611d9a2b364214cbcdd482df,checkpoints/model_186554b3220a0e8d.npz
